Year,Community_ID,Community_Name,Community_County,Community_FIPS_Code,Community_Region,Community_State,Community_Zip,Community_Population,Community_Median_Income,Shelter_ID,Shelter_Name,Org_Count,Shelter_Zip,Shelter_Type,Community_Lead,Begin_Count_D,Intake_Pub_H_D,Intake_Pub_TR_D,Intake_Pub_TM_D,Intake_Pub_UU_D,Intake_Pub_Total_D,Intake_In_Comm_H_D,Intake_In_Comm_TR_D,Intake_In_Comm_TM_D,Intake_In_Comm_UU_D,Intake_In_Comm_Total_D,Intake_Out_Comm_H_D,Intake_Out_Comm_TR_D,Intake_Out_Comm_TM_D,Intake_Out_Comm_UU_D,Intake_Out_Comm_Total_D,Intake_ORE_H_D,Intake_ORE_TR_D,Intake_ORE_TM_D,Intake_ORE_UU_D,Intake_ORE_Total_D,Total_Intake_D,ORE_Intake_UU_D,Total_Intake_Adj_D,Adoption_H_D,Adoption_TR_D,Adoption_TM_D,Adoption_UU_D,Total_Adoptions_D,Transfer_In_Comm_H_D,Transfer_In_Comm_TR_D,Transfer_In_Comm_TM_D,Transfer_In_Comm_UU_D,Transfer_In_Comm_Total_D,Transfer_Out_Comm_H_D,Transfer_Out_Comm_TR_D,Transfer_Out_Comm_TM_D,Transfer_Out_Comm_UU_D,Transfer_Out_Comm_Total_D,RTO_D,Return_Habitat_D,Euth_H_D,Euth_TR_D,Euth_TM_D,Euth_UU_D,Total_Euth_D,ORE_Euth_UU_D,Total_Euth_Adj_D,Sub_Outcomes_D,Died_Lost_D,Total_Outcomes_D,End_Count_D,Begin_Count_C,Intake_Pub_H_C,Intake_Pub_TR_C,Intake_Pub_TM_C,Intake_Pub_UU_C,Intake_Pub_Total_C,Intake_In_Comm_H_C,Intake_In_Comm_TR_C,Intake_In_Comm_TM_C,Intake_In_Comm_UU_C,Intake_In_Comm_Total_C,Intake_Out_Comm_H_C,Intake_Out_Comm_TR_C,Intake_Out_Comm_TM_C,Intake_Out_Comm_UU_C,Intake_Out_Comm_Total_C,Intake_ORE_H_C,Intake_ORE_TR_C,Intake_ORE_TM_C,Intake_ORE_UU_C,Intake_ORE_Total_C,Total_Intake_C,ORE_Intake_UU_C,Total_Intake_Adj_C,Adoption_H_C,Adoption_TR_C,Adoption_TM_C,Adoption_UU_C,Total_Adoptions_C,Transfer_In_Comm_H_C,Transfer_In_Comm_TR_C,Transfer_In_Comm_TM_C,Transfer_In_Comm_UU_C,Transfer_In_Comm_Total_C,Transfer_Out_Comm_H_C,Transfer_Out_Comm_TR_C,Transfer_Out_Comm_TM_C,Transfer_Out_Comm_UU_C,Transfer_Out_Comm_Total_C,RTO_C,Return_Habitat_C,Euth_H_C,Euth_TR_C,Euth_TM_C,Euth_UU_C,Total_Euth_C,ORE_Euth_UU_C,Total_Euth_Adj_C,Sub_Outcomes_C,Died_Lost_C,Total_Outcomes_C,End_Count_C
2008,SANTA,Santa Clara County,Santa Clara,6085,West,CA,94303,1764499,88846,PAAS,Palo Alto Animal Services,1,94303,AC,,10,380,13,0,101,494,0,0,0,0,0,0,3,0,0,3,0,0,0,24,24,521,24,497,82,4,0,0,86,0,0,0,0,0,15,3,4,0,22,301,,0,11,90,101,202,24,178,587,8,595,13,24,251,13,1,220,485,0,0,0,0,0,0,1,0,0,1,0,0,0,29,29,515,29,486,181,7,1,0,189,0,0,0,0,0,19,9,2,0,30,62,,19,17,184,220,440,29,411,692,17,709,21
2008,SANTA,Santa Clara County,Santa Clara,6085,West,CA,94303,1764499,88846,SCCACC,Santa Clara County Animal Care and Control,1,95037,AC,,24,707,0,0,381,1088,151,0,0,81,232,0,0,0,0,0,0,0,0,85,85,1405,85,1320,615,72,37,0,724,2,0,0,0,2,0,0,0,0,0,267,,17,0,0,381,398,85,313,1306,7,1313,31,47,843,0,0,582,1425,10,0,0,6,16,0,0,0,0,0,0,0,0,29,29,1470,29,1441,635,75,37,0,747,0,0,0,0,0,0,0,0,0,0,24,,15,0,0,582,597,29,568,1339,23,1362,90
2008,SANTA,Santa Clara County,Santa Clara,6085,West,CA,94303,1764499,88846,SJACS,San Jose Animal Care and Services,1,95111,AC,,168,2280,1181,1759,1237,6457,1,5,0,1,7,0,0,0,0,0,0,226,118,127,471,6935,127,6808,1236,157,157,0,1550,26,468,468,0,962,19,42,42,1,104,1849,,77,439,340,1485,2341,127,2214,6679,54,6733,181,183,1124,5461,2356,2032,10973,0,0,0,0,0,0,0,0,0,0,0,123,68,64,255,11228,64,11164,922,117,117,0,1156,16,941,941,0,1898,0,0,0,0,0,274,,35,4100,1175,2140,7450,64,7386,10714,163,10877,243
2008,SANTA,Santa Clara County,Santa Clara,6085,West,CA,94303,1764499,88846,SVACA,Silicon Valley Animal Control Authority,1,95054,AC,,13,349,56,121,100,626,8,0,0,0,8,0,0,0,0,0,0,0,0,54,54,688,54,634,128,16,38,8,190,24,9,14,5,52,0,0,0,0,0,279,,0,1,1,200,202,54,148,669,0,669,11,31,209,95,197,623,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,1245,121,1124,144,11,35,11,201,35,4,9,50,98,0,0,0,0,0,54,,0,1,1,858,860,121,739,1092,6,1098,37
2008,SANTA,Santa Clara County,Santa Clara,6085,West,CA,94303,1764499,88846,TC,Town Cats,1,95038,AG,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,129,494,51,0,1,546,195,22,0,0,217,9,6,0,0,15,0,0,0,0,0,778,0,778,705,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,1,706,61,767,140
2008,SONOM,Sonoma County (50%),Sonoma,6097,West,CA,94928,233370,62238,HAS,Healdsburg Animal Shelter,1,95448,AC,,11,76,49,17,2,144,0,3,1,0,4,0,0,0,0,0,0,0,0,1,1,149,1,148,27,26,18,0,71,4,10,1,0,15,0,0,0,0,0,83,,0,0,0,2,2,1,1,170,0,170,9,58,115,102,6,61,284,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,287,2,285,72,79,3,0,154,25,5,2,0,32,0,0,0,0,0,22,,0,1,0,53,54,2,52,260,2,262,61
2008,SONOM,Sonoma County (50%),Sonoma,6097,West,CA,94928,233370,62238,HSSC,Humane Society of Sonoma County,1,95402,TS,Y,28,352,27,26,3,408,19,6,1,0,26,242,11,16,0,269,0,0,0,0,0,703,0,703,436,36,21,3,496,0,0,0,0,0,0,0,0,0,0,39,,0,0,13,13,0,0,26,561,0,561,44,99,839,59,27,18,943,19,4,2,1,26,16,0,0,0,16,0,0,0,0,0,985,0,985,996,57,19,0,1072,0,0,0,0,0,0,0,0,0,0,16,,0,0,23,22,0,0,45,1133,0,1133,77
2008,SONOM,Sonoma County (50%),Sonoma,6097,West,CA,94928,233370,62238,PAS,Petaluma Animal Shelter,1,94952,AC,,17,353,22,3,39,417,7,0,0,0,7,0,0,0,0,0,0,0,0,3,3,427,3,424,70,22,3,0,95,6,0,0,0,6,0,0,0,0,0,330,,0,0,23,39,62,3,59,490,1,491,13,45,218,37,4,260,519,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,529,10,519,160,37,4,0,201,5,0,0,0,5,0,0,0,0,0,58,,0,0,13,238,251,10,241,505,2,507,20
2008,SONOM,Sonoma County (50%),Sonoma,6097,West,CA,94928,233370,62238,PL,Pets Lifeline,1,95476,AG,,11,156,3,1,10,170,5,0,1,0,6,0,0,3,0,3,0,0,0,0,0,179,0,179,97,2,1,1,101,4,0,0,8,12,3,0,1,0,4,64,,0,0,0,2,2,0,2,183,0,183,6,104,396,27,144,112,679,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,682,0,682,414,6,21,2,443,0,0,0,9,9,1,0,14,0,15,124,,0,0,0,63,63,0,63,654,58,712,74
2008,SONOM,Sonoma County (50%),Sonoma,6097,West,CA,94928,233370,62238,RPAS,Rohnert Park Animal Shelter,1,94928,AC,,11,269,82,70,29,450,0,0,0,0,0,55,43,6,0,104,0,0,0,8,8,562,8,554,203,13,14,0,230,11,7,4,0,22,0,5,8,0,13,230,,0,0,29,28,57,8,49,544,1,545,25,66,212,249,52,87,600,6,5,0,0,11,0,1,0,0,1,0,0,0,3,3,615,3,612,346,11,6,0,363,0,53,4,0,57,1,3,1,0,5,41,,0,0,34,88,122,3,119,585,16,601,69
2008,LODI,Lodi (City),,99999,West,CA,95240,62451,48634,AFC,Animal Friends Connection,1,95240,AG,Y,65,180,0,21,0,201,26,0,0,0,26,209,2,20,5,236,0,0,0,0,0,463,0,463,457,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,4,0,4,461,1,462,65,135,199,0,15,6,220,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,226,0,226,180,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,4,0,4,184,2,186,177
2008,LODI,Lodi (City),,99999,West,CA,95240,62451,48634,LAS,Lodi Animal Shelter,1,95240,AC,,56,859,0,0,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,870,11,859,327,0,0,0,327,83,30,0,0,113,142,0,0,0,142,212,,0,36,0,134,170,11,159,953,7,960,41,143,1685,0,0,0,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1693,8,1685,260,0,0,0,260,106,137,0,0,243,2,0,0,0,2,35,,0,373,0,802,1175,8,1167,1707,104,1811,250
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,ABRN,All Breed Rescue Network,1,80215,AG,,667,250,998,998,249,2495,124,496,496,125,1241,45,180,181,45,451,0,0,0,0,0,4187,0,4187,402,1593,1594,403,3992,8,32,33,8,81,2,8,9,2,21,51,,0,0,0,123,123,0,123,4268,0,4268,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,ACAC,Adams County Animal Control,1,80601,AC,,168,2469,105,301,471,3346,0,0,0,0,0,0,0,0,0,0,0,0,1,78,79,3425,78,3347,1047,42,107,26,1222,34,4,13,4,55,103,14,14,8,139,1372,,122,32,79,370,603,78,525,3313,56,3369,140,130,1190,555,243,907,2895,0,0,0,0,0,1,0,0,0,1,0,0,0,25,25,2921,25,2896,602,259,96,92,1049,0,0,0,5,5,384,157,71,73,685,136,,33,26,39,678,776,25,751,2626,89,2626,315
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,AHO,Almost Home Adoptions,1,80021,AG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,69,256,392,5,0,653,0,57,2,0,59,0,0,0,0,0,0,0,0,0,0,712,0,712,689,0,6,0,695,0,0,0,0,0,,0,0,0,,0,,0,0,0,4,1,0,4,701,4,705,77
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,AWP,Angels with Paws,1,80215,AG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,3,0,0,420,0,0,0,420,123,17,0,0,140,87,9,2,0,98,0,0,0,0,0,658,0,658,618,0,4,0,622,0,0,0,0,0,8,0,0,0,8,0,,0,0,0,8,8,0,8,638,13,651,123
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,CAAS,City of Aurora Animal Shelter,1,80011,AC,,54,1628,213,430,128,2399,0,0,1,0,1,10,0,0,0,10,0,2,1,19,22,2432,19,2413,599,111,34,1,745,108,23,33,0,164,11,1,5,0,17,966,,10,50,251,152,463,19,444,2336,10,3346,62,87,643,222,149,589,1603,0,0,1,0,1,3,1,0,6,10,0,0,4,12,16,1630,12,1618,486,48,23,3,560,38,8,3,0,49,2,1,0,0,3,75,,60,95,141,595,891,12,879,1566,63,1629,79
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,CCS,Cat Care Society,1,90214,AG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,313,155,70,69,607,9,12,3,0,24,14,0,4,0,18,0,0,0,7,7,656,7,649,350,144,78,24,586,0,0,0,0,0,0,0,0,0,0,10,,0,0,0,71,71,7,64,660,6,666,53
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,DFL,Denver Dumb Friends League,1,80231,TS,Y,216,4423,529,2688,2044,9684,169,30,91,58,348,1819,284,1389,382,3874,0,0,0,1290,1290,15196,1290,13906,3753,681,3512,263,8209,46,21,76,116,259,29,25,56,123,233,2419,,13,75,347,3646,4081,1290,2791,13911,32,13943,214,356,3103,2740,3019,1873,10735,38,73,23,0,134,68,32,32,9,141,0,0,0,744,744,11754,744,11010,2690,2160,1817,38,6705,9,7,15,3,34,5,7,7,0,19,387,,37,433,1115,3107,4692,744,3948,11093,100,11193,237
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,DMAS,Denver Municipal Animal Shelter,1,80223,AC,,73,0,0,0,0,0,4204,0,0,97,4301,0,0,0,0,0,0,0,0,97,97,4398,97,4301,1090,31,27,2,1150,234,7,4,2,247,205,3,14,5,227,1527,,27,9,449,641,1126,97,1029,4180,27,4207,60,16,0,0,0,0,0,2369,0,0,25,2394,0,0,0,0,0,0,0,0,25,25,2419,25,2394,360,25,4,0,389,233,48,2,0,283,415,18,4,0,437,100,,34,266,509,332,1141,25,1116,2325,32,2357,30
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,HSBV,Humane Society of Boulder Valley,1,80301,TS,,64,1559,105,208,585,2457,98,32,11,38,179,1717,198,86,149,2150,0,0,0,91,91,4877,91,4786,2424,302,233,214,3173,0,0,0,1,1,35,6,20,121,182,1047,,0,3,22,427,455,91,364,4767,13,4780,69,76,967,497,286,431,2181,50,83,4,2,139,156,108,5,2,271,0,0,0,99,99,2690,99,2591,970,617,192,64,1843,0,0,0,0,0,6,3,5,6,20,277,,0,44,73,423,540,99,441,2581,36,2617,58
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,LHS,Longmont Humane Society,1,80501,TS,,64,642,103,296,284,1325,0,0,0,0,0,439,70,211,64,784,0,0,0,109,109,2218,109,2109,457,110,277,18,862,20,2,4,6,32,2,1,2,3,8,861,,0,7,14,238,259,109,150,1913,8,1921,98,85,608,714,523,387,2232,0,0,0,0,0,196,73,20,0,289,0,0,0,56,56,2577,56,2521,470,436,244,22,1172,6,0,0,1,7,1,0,0,0,1,162,,0,198,242,553,973,56,917,2254,72,2331,144
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,RMACA,Rocky Mountain Alley Cat Alliance,1,80219,AG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,16,2779,0,0,174,2953,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2976,0,2976,434,0,0,0,434,58,0,0,0,58,13,0,0,0,13,2302,,0,0,0,174,174,0,174,2981,0,2981,0
2008,METRO,Metro Denver Area,,99999,West,CO,80011,2690946,62339,TMAC,Table Mountain Animal Center,1,80401,AC,,151,2721,229,468,815,4233,1,0,2,0,3,4,0,0,0,4,0,0,0,277,277,4517,277,4240,1300,183,167,17,1667,48,16,61,36,161,17,9,6,9,41,1582,,0,21,234,753,1008,277,731,4182,25,4207,184,210,1689,479,547,699,3414,30,0,2,0,32,1,0,0,0,1,0,0,0,126,126,3573,126,3447,1627,254,211,0,2113,100,7,6,3,116,9,6,12,4,31,130,,2,212,318,671,1203,126,1077,3467,56,3523,134
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,ANRF,Animal Rescue Foundation CO,1,81623,AG,,6,7,0,0,0,7,0,0,0,0,0,86,0,0,0,86,0,0,0,0,0,93,0,93,91,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,91,0,91,8,3,6,0,0,0,6,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,20,0,20,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,19,0,19,4
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,APCACS,Aspen/Pitkin County Animal Control and Shelter,1,81611,AC,,20,224,15,0,2,241,0,0,0,0,0,105,0,0,0,105,0,0,0,0,0,346,0,346,174,6,0,0,180,0,0,0,0,0,0,0,0,0,0,144,,0,0,0,2,2,0,2,326,0,326,40,15,81,0,0,0,81,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,114,0,114,93,0,0,0,93,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,96,0,96,33
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,CAR,Colorado Animal Rescue,1,81601,AG,,59,381,66,29,24,500,3,1,0,0,4,11,1,3,0,15,0,0,0,0,0,519,0,519,194,3,2,0,199,0,7,1,0,8,82,19,2,0,103,177,,0,0,0,23,23,0,23,510,10,520,58,122,254,151,21,10,436,3,0,0,0,3,0,2,0,0,2,0,0,0,0,0,441,0,441,274,2,4,0,280,14,0,0,0,14,46,25,0,0,71,14,,0,0,0,14,14,0,14,393,10,403,160
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,ECAS,Eagle County Animal Services,1,81631,AC,,41,390,0,0,0,390,,0,0,0,0,0,0,0,0,0,0,0,0,9,9,399,9,390,92,0,0,0,92,0,0,0,0,0,4,0,0,0,4,263,,0,0,0,12,12,9,3,362,0,362,69,3,251,0,0,15,266,,0,0,0,8,0,0,0,0,0,0,0,0,4,4,278,4,274,200,0,0,0,200,0,3,0,0,3,0,0,0,0,0,41,,0,0,0,15,15,4,11,255,0,255,22
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,EVHS,Eagle Valley Humane Society,1,81631,AG,Y,0,15,16,1,3,35,,7,0,0,9,,21,0,0,23,0,0,0,0,0,67,0,67,18,37,1,0,56,0,1,0,0,1,0,0,0,0,0,4,,0,0,0,1,1,0,1,62,0,62,5,0,105,37,1,1,144,,0,1,0,7,,8,0,0,18,0,0,0,0,0,169,0,169,53,39,2,0,94,0,0,0,0,0,0,0,0,0,0,67,,0,0,0,1,1,0,1,162,6,168,1
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,FRAS,Friends of the Rifle Animal Shelter,1,81650,AG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,95,11,12,0,118,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,122,0,122,96,11,12,0,119,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,1,120,2,122,0
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,NCPD,New Castle Police Department,1,81647,AC,,0,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,2,0,0,0,2,0,0,0,0,0,5,0,0,0,5,22,,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,RAS,Rifle Animal Shelter,1,81650,AC,,10,217,0,1,2,220,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,221,0,221,95,0,0,0,95,4,0,1,0,5,0,0,0,0,0,107,,0,0,0,2,2,0,2,209,2,211,20,0,31,0,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,26,1,0,0,27,5,0,0,0,5,0,0,0,0,0,0,,0,0,0,1,1,0,1,33,2,35,0
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,SCAC,Summit County Animal Control and Shelter,1,80443,AC,,18,330,13,10,5,358,0,0,0,0,0,66,5,2,2,75,0,0,0,4,4,437,4,433,147,10,5,3,165,0,0,0,0,0,0,3,2,4,9,252,,0,0,0,8,8,4,4,430,2,432,19,27,66,10,13,7,96,0,0,0,0,0,25,1,1,1,28,0,0,0,2,2,126,2,124,98,2,1,2,103,0,0,0,0,0,0,0,0,2,2,12,,0,0,0,10,10,2,8,125,1,126,25
2008,NOCOL,Northwestern Colorado,,99999,West,CO,81652,150074,70706,SPD,Silt Police Department,1,81652,AC,,0,83,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,3,0,0,0,3,0,0,0,0,0,11,0,0,0,11,69,,0,0,0,0,0,0,0,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,CAC,Cedaredge Animal Control,1,81502,AC,,5,62,0,0,7,69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,70,43,1,0,0,44,0,0,0,0,0,0,0,0,0,0,11,,0,0,0,7,7,0,7,62,0,62,5,12,68,15,0,99,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,73,6,0,0,79,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,99,99,0,99,180,10,190,10
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,CDAS,City of Delta Animal Services,1,81502,AC,,4,144,0,0,6,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150,69,0,0,0,69,0,0,0,0,0,0,0,0,0,0,122,,0,0,0,8,8,0,8,199,0,199,4,6,38,0,0,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,22,22,0,22,64,0,64,6
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,CLAWS,Cats League and Assistance of the Western Slope,1,81502,AG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,14,300,35,20,7,362,195,34,3,2,234,0,0,0,0,0,0,0,0,0,0,596,0,596,555,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,2,0,2,557,13,570,40
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,DCHS,Delta County Humane Society,1,81502,AC,,0,150,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150,125,0,0,0,125,0,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,0,0,131,7,138,0,130,87,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,87,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,1,1,0,1,69,2,71,0
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,DCSD,Delta County Sheriff's Department Animal Control,1,81502,AC,,0,34,0,0,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,16,0,16,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,GRH,Grand Rivers Humane,1,81502,AG,,3,0,0,0,0,0,214,11,10,25,260,0,0,0,0,0,0,0,0,0,0,260,0,260,210,11,10,25,256,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,3,0,3,259,1,260,3,0,0,0,0,0,0,400,10,10,12,432,0,0,0,0,0,0,0,0,0,0,432,0,432,399,10,10,12,431,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,1,432,0,432,0
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,MAS,Montrose Animal Services,1,81502,AC,,0,827,52,15,28,922,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,928,0,928,281,14,1,0,296,18,1,0,0,19,101,4,1,0,106,372,,12,52,15,28,107,0,107,900,4,904,0,0,550,38,42,392,1022,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1025,0,1025,271,11,3,0,285,7,0,0,0,7,169,32,10,0,211,41,,7,38,42,392,479,0,479,1023,6,1029,0
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,MECAS,Mesa County Animal Services,1,81502,AC,Y,70,1860,238,327,896,3321,33,0,0,9,42,33,0,0,5,38,0,39,0,39,78,3479,39,3440,475,5,3,0,483,299,21,16,25,361,228,46,45,10,329,1257,,38,6,98,846,988,39,949,3379,11,3390,66,33,726,143,384,989,2242,7,0,0,3,10,7,0,0,0,7,0,8,7,16,31,2290,16,2274,103,2,2,0,107,450,63,81,12,606,19,0,0,0,19,24,,114,66,301,989,1470,16,1454,2210,33,2243,18
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,RHHS,Roice-Hurst Humane Society,1,81502,AG,,27,238,33,139,0,410,24,3,14,0,41,0,0,0,0,0,0,0,0,4,4,455,4,451,237,33,138,0,408,9,1,6,0,16,0,0,0,0,0,22,,0,0,0,8,8,4,4,450,2,452,0,91,193,15,84,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,295,3,292,214,16,94,0,324,3,0,0,0,3,0,0,0,0,0,2,,0,0,0,6,6,3,3,332,0,332,0
2008,SOUTH,Southwestern Colorado,,99999,West,CO,81502,219193,48988,SCHS,Second Chance Humane Society,1,81502,AG,,8,168,6,10,2,186,5,2,0,1,8,10,0,0,0,10,0,0,0,0,0,204,0,204,107,3,9,0,119,0,0,0,0,0,4,0,0,0,4,71,,0,0,0,3,3,0,3,197,1,198,14,20,125,7,1,3,136,6,0,0,0,6,2,0,0,0,2,0,0,0,0,0,144,0,144,112,6,1,0,119,0,0,0,0,0,1,0,0,0,1,6,,0,0,0,2,2,0,2,128,0,128,36
2008,ALACH,Alachua County,Alachua,12001,South,FL,32607,241364,43098,ACAS,Alachua County Animal Services,1,32609,AC,,95,2491,720,378,23,3612,1,0,0,0,1,0,0,0,6,6,0,0,1,30,31,3650,30,3620,536,26,3,1,566,623,430,12,0,1065,21,52,6,2,81,570,,171,870,304,94,1439,30,1409,3691,19,3710,156,35,2177,1082,338,23,3620,4,0,0,0,4,0,0,0,5,5,0,0,0,12,12,3641,12,3629,272,28,3,2,305,401,688,5,2,1096,19,62,1,16,98,88,,46,1312,565,106,2029,12,2017,3604,66,3670,82
